row ID,Index,Location,MinTemp_in_Celcius,MaxTemp_in_Celcius,Rainfall_in_millimeters,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity_at_9am,Humidity_at_3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
Row8942,8942,Richmond,6.9,19.7,0,3.1,,W,54,N,WSW,13,26,51,36,1014.5,1013,,,15.1,18.6,No
Row8943,8943,Richmond,4.4,19,0,3.2,,W,70,NW,WSW,20,31,54,41,1012.7,1014.5,,1,15.4,17.4,No
Row8944,8944,Richmond,1.4,19.5,0,3.4,,NW,24,N,ENE,6,11,86,39,1025,1020.3,,,7.9,19,No
Row8945,8945,Richmond,8.5,18.2,0,,,WSW,31,NNE,E,6,2,98,55,1027.4,1024.3,8,8,10.8,16.6,No
Row8946,8946,Richmond,8.3,20.9,0,4.2,,WNW,41,NW,WNW,19,20,47,31,1019.1,1017.2,,,15.1,19.5,No
Row8947,8947,Richmond,4.7,23.4,0,2.8,,NE,24,NE,NE,6,13,76,33,1024.5,1019.9,,,12.5,23,No
Row8948,8948,Richmond,10.9,24.1,0,1.6,,NNW,46,NE,N,15,28,75,59,1018.7,1014.3,1,4,17.1,21.8,No
Row8949,8949,Richmond,13.3,17.8,13.2,2,,W,17,S,W,6,6,99,98,1011.7,1006.2,8,8,13.7,14.6,Yes
Row8950,8950,Richmond,13.1,18.6,17.4,,,WNW,67,WNW,WNW,26,28,57,52,999.9,1006.8,6,7,17.4,17.4,Yes
Row8951,8951,Richmond,8.3,25.8,0,2.4,,NE,33,SSE,NNE,4,19,94,38,1021.7,1014.9,,8,14.5,23.8,No
Row8952,8952,Richmond,12.8,20.2,0,3.4,,SW,17,SSW,NE,11,2,71,61,1021.4,1017.8,3,3,16.6,19.6,No
Row8953,8953,Richmond,14.2,25.5,2.6,0.8,,NNW,44,NNE,NW,9,26,98,52,1013.7,1008.2,4,,16.6,23.3,Yes
Row8954,8954,Richmond,12,21.7,0,3.6,,W,57,NW,W,30,30,40,37,1010.6,1008.7,,,17.5,20.8,No
Row8955,8955,Richmond,3.7,19.9,0.2,4.4,,SW,28,E,NNE,9,9,70,42,1018.8,1015.6,,,12.7,18.7,No
Row8956,8956,Richmond,8.2,21.2,0,2.1,,WNW,46,SSW,W,7,26,60,51,1007.1,1006.7,,8,18.8,18.4,No
Row8957,8957,Richmond,11.1,22.3,0.2,4,,SSW,48,S,SSE,24,19,51,48,1012.1,1010.1,8,8,18.4,21.6,No
Row8958,8958,Richmond,16.6,24.8,0,14.4,,W,65,NNW,W,28,35,55,25,999.1,999.7,1,,22,20.9,No
Row8959,8959,Richmond,10.9,23.6,0,7,,WSW,67,WNW,W,15,37,41,30,1008.3,1004.5,,,17.3,23.2,No
Row8960,8960,Richmond,9.3,30.6,0,4.6,,WNW,50,NE,W,9,20,62,27,1021.3,1015.8,,,19.7,29.8,No
Row8961,8961,Richmond,13.4,24.3,0,,,NE,31,NNW,N,6,13,54,40,1023,1017.1,,,17.1,22.8,No
Row8962,8962,Richmond,11.8,34,0,15,,NW,65,NE,WSW,26,24,47,28,1007.2,1003.7,,,24.2,32.1,No
Row8963,8963,Richmond,4.4,22.5,0,6.8,,WSW,37,N,SSE,2,11,56,32,1017.1,1012,,7,13.6,21.4,No
Row8964,8964,Richmond,5.3,25.7,2.6,1.6,,WNW,46,N,W,15,28,53,27,1014.8,1011.3,,,16.7,24.5,Yes
Row8965,8965,Richmond,9.6,24.2,0,5.6,,W,41,NNW,NW,6,13,61,25,1018.2,1016.8,,,17.4,23.2,No
Row8966,8966,Richmond,15.8,22.6,7.4,,,WSW,50,NNW,SE,9,15,99,67,1010.2,1009.3,8,1,17.3,20.6,Yes
Row8967,8967,Richmond,7.2,21.6,0,,,SSW,44,SSW,S,26,22,46,30,1019.1,1016.5,,1,15.1,19.9,No
Row8968,8968,Richmond,9.9,26.3,0,6,,SE,41,WSW,SE,9,26,65,56,1015.8,1014.4,2,1,20,24.4,No
Row8969,8969,Richmond,13.2,19,3.4,4.2,,SSW,20,SSW,NE,11,7,97,72,1021.2,1018.4,8,8,13.6,17.9,Yes
Row8970,8970,Richmond,13.2,27.2,0,,,W,43,WNW,WNW,20,20,27,22,1009.2,1006.8,,,19.9,26.4,No
Row8971,8971,Richmond,18,26,3.8,3,,SE,35,ESE,SE,11,22,86,66,1013.1,1008.7,8,8,19.1,22.7,Yes
Row8972,8972,Richmond,10.4,27.5,0,5.2,,ESE,39,NNE,SE,7,26,73,43,1020.3,1019.6,,,18.3,25.1,No
Row8973,8973,Richmond,15.9,27.7,0,,,SE,31,SE,SE,13,22,69,56,1018,1017.1,1,,22.7,24.7,No
Row8974,8974,Richmond,17.7,35.6,0,16.2,,W,44,E,WSW,9,17,63,39,1018.2,1014,,1,25.7,29.8,No
Row8975,8975,Richmond,14.4,31,0,,,E,33,NE,ENE,4,19,64,30,1017.6,1011.7,,,20.8,29.9,No
Row8976,8976,Richmond,19.3,28.1,0,,,ESE,35,SSE,E,15,19,71,51,1017.5,1015.3,7,2,22,26.7,No
Row8977,8977,Richmond,17.3,29.2,1.8,4.2,,SSE,39,N,SSE,7,26,82,48,1011.8,1009.1,8,,21.4,27.1,Yes
Row8978,8978,Richmond,14.7,34.6,1.8,4,,NE,39,NA,NE,0,17,77,25,1008,1003.8,4,8,19.4,31.8,Yes
Row8979,8979,Richmond,16,33.3,0,,,E,28,NNE,NNE,13,11,66,45,1016.1,1011.4,,,22.9,31.3,No
Row8980,8980,Richmond,21.6,35.8,2.6,21.4,,SSW,44,N,SE,6,13,73,45,1009.6,1005,,2,25.6,35.2,Yes
Row8981,8981,Richmond,15.3,28.5,0,,,ENE,37,NE,ENE,4,13,57,33,1022.5,1018.3,,,20.7,27.7,No
Row8982,8982,Richmond,17.6,39.6,0,7,,W,63,ENE,WNW,7,24,50,17,1015.3,1010.6,,1,28.4,38.3,No
Row8983,8983,Richmond,16.2,26.1,23.4,3.8,,NNE,28,SW,N,9,7,99,88,1013.5,1009.6,8,8,17.5,19.8,Yes
Row8984,8984,Richmond,17.4,34.2,26.2,5.2,,NW,44,NNE,WSW,9,26,72,28,1007.4,1005,,1,25.9,33,Yes
Row8985,8985,Richmond,15.6,25.8,0,11.2,,E,33,N,NE,6,13,76,50,1021.1,1016.2,7,8,18,24.5,No
Row8986,8986,Richmond,13,36.9,0,6,,WSW,44,N,WSW,6,24,73,22,1010.4,1004.1,,,19.4,36.1,No
Row8987,8987,Richmond,18.5,25.8,0,8.2,,SE,50,SW,E,11,20,80,55,1019.3,1017.1,8,8,20.5,24.9,No
Row8988,8988,Richmond,19,28.2,0,4.8,,E,28,NE,ENE,13,11,65,55,1019.1,1015.3,8,2,22.2,27.3,No
Row8989,8989,Richmond,21.8,37.6,0,8.2,,S,41,SE,N,6,9,74,42,1011.8,1007.5,3,,24.4,35.2,No
Row8990,8990,Richmond,21.6,32.6,0.2,9.2,,ESE,39,NNW,SSE,6,20,77,45,1012.4,1009,8,1,24.3,31.7,No
Row8991,8991,Richmond,17.6,43.7,0,9,,NE,48,NNE,WNW,7,17,71,18,1013.6,1006.9,,1,24.5,42.5,No
Row8992,8992,Richmond,17.9,23,0.4,12.1,,SSE,24,SSW,ESE,11,9,66,93,1015.4,1013.6,7,8,21.1,19.3,No
Row8993,8993,Richmond,19.1,34.1,1.6,2.2,,SSE,56,NE,N,20,17,73,68,1000.8,994,,6,23,30,Yes
Row8994,8994,Richmond,16.7,39.2,0,16.8,,ENE,39,NNE,NNE,7,22,70,30,1014.8,1007.9,1,1,23.5,38.2,No
Row8995,8995,Richmond,23.3,37.9,0,10,,SE,61,NW,SSW,15,20,34,37,1007.5,1008.1,,,35.1,35.9,No
Row8996,8996,Richmond,18.2,23.2,3.2,6.2,,SSW,19,WSW,S,11,6,79,83,1020.8,1018,8,7,20.4,21.2,Yes
Row8997,8997,Richmond,21.8,35.1,0,,,SE,35,E,SE,7,20,72,53,1016.5,1013.9,2,3,26,31.2,No
Row8998,8998,Richmond,22.2,24.7,0,8.8,,S,35,SW,S,11,7,89,93,1017.8,1018.4,8,8,23.7,23.2,No
Row8999,8999,Richmond,21.8,44.6,0.2,7.8,,SE,37,N,W,6,7,70,28,1010.3,1005.6,,,26.6,42.7,No
Row9000,9000,Richmond,22.3,47,0,,,SW,41,NE,S,9,11,84,18,1008,1001.3,4,,25.8,44.7,No
Row9001,9001,Richmond,18.7,40.9,0,8,,SSW,54,NE,SSW,7,9,60,31,1009.8,1003.7,,,25.3,35.3,No
Row9002,9002,Richmond,19.3,29.1,3.4,,,E,37,SSW,NE,11,15,65,38,1009,1004.9,8,,21.2,27.7,Yes
Row9003,9003,Richmond,15.6,32.9,0,5.8,,ENE,41,SSW,ENE,4,15,66,36,1021.6,1016.6,,,22,31.5,No
Row9004,9004,Richmond,15.5,37,0,6.8,,NE,31,SE,NE,6,13,74,31,1019.7,1015.4,,,21.5,35.3,No
Row9005,9005,Richmond,18.6,32,0,7.6,,NNE,33,SSW,SE,13,19,71,50,1020.7,1017.4,1,1,23.7,28.9,No
Row9006,9006,Richmond,18.7,21.5,5.4,,,SW,48,SW,SSW,11,13,92,76,1020.9,1020.2,8,7,19.1,20.9,Yes
Row9007,9007,Richmond,16.9,28.6,2.8,13.2,,ESE,43,SSW,SE,9,28,87,45,1024.1,1022,8,1,20.7,27.8,Yes
Row9008,9008,Richmond,19.9,27.8,8.4,4,,SE,28,ENE,N,13,17,98,87,1020.6,1019,8,8,20.2,22.6,Yes
Row9009,9009,Richmond,19.5,29.2,12,0.8,,SE,35,S,SE,7,28,92,71,1018.1,1015.3,,8,22.1,24.9,Yes
Row9010,9010,Richmond,20,26.6,6.2,2.6,,SSE,43,NA,SSW,0,9,97,99,1016.9,1016,8,8,21.3,21.4,Yes
Row9011,9011,Richmond,19.5,25.2,1.2,,,SSW,37,SSW,SSE,11,7,76,84,1010.6,1010.1,7,5,21.4,21.4,Yes
Row9012,9012,Richmond,18.1,27.4,0.2,2,,SSE,44,SSW,S,24,17,58,49,1013.6,1012.5,1,1,21.7,27,No
Row9013,9013,Richmond,15,27.4,0.2,1.6,,SSE,39,SSW,SSE,19,17,64,42,1015.6,1013.2,4,5,20.8,26.6,No
Row9014,9014,Richmond,20.2,26.4,23.2,1,,ESE,33,SSE,W,9,15,99,88,1012.7,1008.7,8,8,22,24.2,Yes
Row9015,9015,Richmond,18.2,25.6,35.2,,,SE,52,SSE,SE,17,22,99,85,1023.2,1022,8,8,20.6,24,Yes
Row9016,9016,Richmond,20.5,28.9,13.2,,,ESE,28,S,E,9,15,99,74,1019.7,1016.9,8,4,23.2,27.7,Yes
Row9017,9017,Richmond,18.1,25.2,2.8,1.4,,SE,31,SW,SE,9,19,84,68,1020.1,1018.5,8,7,21,24,Yes
Row9018,9018,Richmond,17.4,25.6,0,,,N,24,NA,NE,0,13,83,64,1017.7,1013.6,7,7,20.3,24.1,No
Row9019,9019,Richmond,19.6,25.4,0,5.4,,SSE,22,SE,E,11,6,79,69,1014.4,1012,8,7,21.6,24.9,No
Row9020,9020,Richmond,22.9,25.6,0,4,,NW,48,NE,SSE,11,19,77,99,1006.7,1007.6,7,8,24.5,18.7,No
Row9021,9021,Richmond,13.2,22.2,9.4,1.6,,W,48,SW,SSW,13,15,77,93,1028.7,1026.7,8,7,18.2,17,Yes
Row9022,9022,Richmond,9.3,23.8,0.2,2.2,,WNW,19,E,NW,2,11,86,49,1026.5,1023.4,1,,16,22.6,No
Row9023,9023,Richmond,16.5,23.3,0,4,,SSE,35,SSW,SSW,15,17,66,61,1024,1021.9,8,4,19.5,21.8,No
Row9024,9024,Richmond,10.3,25.5,0.2,,,E,20,NA,SE,0,9,78,36,1022.4,1018.8,,,17.3,24.6,No
Row9025,9025,Richmond,10.5,26.1,0,,,SE,33,NA,SSE,0,9,85,41,1020.3,1017.3,,,17.1,24.4,No
Row9026,9026,Richmond,10,25.1,0,11.8,,E,22,ENE,E,2,6,83,43,1024.7,1021.5,6,,16,23.9,No
Row9027,9027,Richmond,10.1,25.1,0,2.6,,NE,22,NA,ENE,0,6,87,51,1028.7,1024.3,,,15.6,23.7,No
Row9028,9028,Richmond,11.1,26.1,0,,,SSE,22,N,W,2,7,83,46,1024.2,1020.4,,,17.2,25.7,No
Row9029,9029,Richmond,12.9,25.6,0,6.6,,N,22,E,NNE,6,11,99,49,1022.9,1017.7,5,1,16.4,24.8,No
Row9030,9030,Richmond,12.8,24.7,0,4.6,,W,76,NNE,W,11,15,60,77,1006.7,1005.4,,8,20.5,14.4,No
Row9031,9031,Richmond,8.9,19.9,1.4,2.6,,SSW,30,WNW,S,2,13,76,40,1016.4,1015.1,,1,12.9,19.1,Yes
Row9032,9032,Richmond,7.9,23.3,0,4.6,,E,22,NA,NNW,0,7,78,47,1023.4,1020.5,,,15.9,22.6,No
Row9033,9033,Richmond,3.7,19.9,0,8.4,,SE,22,S,SSE,6,7,79,44,1028.3,1024.8,4,,9.8,18.7,No
Row9034,9034,Richmond,4.8,21.4,0,1.8,,SE,20,NE,NNE,4,6,89,46,1025.7,1021.6,,,12,21,No
Row9035,9035,Richmond,9.8,21.1,2.4,3,,SSW,30,SW,SW,11,11,89,49,1017.4,1014.2,7,,15.4,20.7,Yes
Row9036,9036,Richmond,5,20.9,0.2,1.5,,ENE,24,NA,NNE,0,15,97,53,1023.8,1020.7,,,10.1,20,No
Row9037,9037,Richmond,11.2,17.6,0.2,1,,SW,15,NNE,NA,6,0,99,97,1025.6,1020.9,8,8,14.5,17.1,No
Row9038,9038,Richmond,14.4,22,10.6,,,SSW,19,SSW,ESE,11,4,99,66,1018,1015.4,8,,16.4,21.8,Yes
Row9039,9039,Richmond,9.2,21.4,0,3,,SE,15,NA,NNE,0,9,99,65,1025,1021.5,8,7,11.7,20.5,No
Row9040,9040,Richmond,11.7,23.8,0.2,0.8,,NE,22,NA,NNE,0,13,99,55,1022.3,1016.7,8,,14.4,23.1,No
Row9041,9041,Richmond,4.1,19.9,0,2,,SSW,24,NA,SSE,0,13,96,56,1022.3,1019.7,,2,9.5,18.8,No
Row9042,9042,Richmond,10.2,18.5,0.6,6.4,,W,41,WSW,S,17,11,42,29,1018.3,1018.5,,,14.3,17.9,No
Row9043,9043,Richmond,3.6,16.5,0,1.4,,SSW,33,S,SSW,13,20,83,41,1026.3,1026.1,8,4,11.9,15.6,No
Row9044,9044,Richmond,6.9,18.6,0,,,S,28,SSW,SSW,4,11,69,68,1031.8,1028.9,5,8,12.6,16.5,No
Row9045,9045,Richmond,9,14,16.2,,,SW,46,SW,SSW,19,24,82,90,1020.8,1020,5,8,12.2,13.2,Yes
Row9046,9046,Richmond,8.3,19.9,0.2,,,SSE,35,NA,SSE,0,20,94,67,1028,1026.6,7,8,13.1,17.9,No
Row9047,9047,Richmond,5.9,19.3,0,,,ESE,24,NE,S,6,9,98,66,1030.3,1028.9,,6,10.8,18,No
Row9048,9048,Richmond,9.3,17.4,0.2,,,S,15,ENE,S,2,7,98,65,1026,1023.7,8,,12.6,16.9,No
Row9049,9049,Richmond,7.6,19.4,0,,,S,26,NA,SW,0,11,87,58,1030.9,1028.1,8,4,11.4,19.1,No
Row9050,9050,Sydney,21.6,24.5,6.6,2.4,0.1,NA,,ESE,ESE,17,2,88,86,1016.7,1015.6,7,8,23.5,23,Yes
Row9051,9051,Sydney,18.6,26.3,6.2,5.2,5.2,NA,,W,S,15,15,75,80,999,1000.3,4,7,21.7,22.3,Yes
Row9052,9052,Sydney,18.4,22.8,14.4,7,3.3,NA,,S,S,24,30,87,70,1009.2,1011.7,8,7,20.9,21,Yes
Row9053,9053,Sydney,16.9,24.3,3,3.2,8.7,NA,,SSW,SSE,15,19,81,51,1017.2,1016.5,7,1,18.4,23.3,Yes
Row9054,9054,Sydney,16.7,24.1,0,6.2,8.8,NA,,WNW,SSE,11,26,77,52,1023,1022.6,7,6,19.8,23.3,No
Row9055,9055,Sydney,19.5,24.8,0,7.6,3.2,NA,,SE,ESE,13,24,63,62,1024.7,1023.1,7,7,21.8,23.4,No
Row9056,9056,Sydney,19,24.8,0,5.2,7.5,NA,,WNW,E,7,17,79,65,1018,1015.4,7,7,20.8,23.4,No
Row9057,9057,Sydney,16.5,28.3,0,8.6,12,NA,,WNW,ESE,11,24,48,40,1007.9,1008,0,0,21.2,26.1,No
Row9058,9058,Sydney,19.3,26.2,0,3.6,8.4,NA,,WSW,E,2,28,73,65,1018.3,1015.6,1,6,23,25.8,No
Row9059,9059,Sydney,14.7,20.6,33,7,8.9,NA,,SW,S,24,28,65,51,1015.3,1015.6,5,3,17.1,19.9,Yes
Row9060,9060,Sydney,12.8,22,0.2,6.2,11.3,NA,,W,SSE,19,31,55,46,1020.9,1020.6,0,1,15.9,21.2,No
Row9061,9061,Sydney,14.2,23.4,5.4,6.4,7.3,NA,,W,SE,13,17,93,54,1026.2,1025.2,7,2,15.1,22.4,Yes
Row9062,9062,Sydney,15.5,25.4,0,6.8,11.3,NA,,WNW,E,9,19,77,57,1020.5,1018.6,0,2,18.7,23.8,No
Row9063,9063,Sydney,18.7,25.8,0,6,8.7,NA,,S,ESE,19,22,72,64,1024.8,1024.2,6,3,22.6,24.1,No
Row9064,9064,Sydney,16.4,24.3,0,4.6,10.2,NA,,W,E,9,19,82,64,1025.5,1025.2,1,2,19.7,23.8,No
Row9065,9065,Sydney,19.3,26.3,0,4.6,10.8,NA,,WNW,NE,9,24,76,50,1025.1,1022.5,1,0,22.9,25.5,No
Row9066,9066,Sydney,19.5,25.7,0,6.4,10,NA,,WNW,NA,4,,82,60,1024.8,1022.8,4,1,22,25.4,No
Row9067,9067,Sydney,19,26.7,0,8,9.7,NA,,N,ENE,11,20,73,58,1023.3,1020,0,2,22.2,25.6,No
Row9068,9068,Sydney,17,27.2,19,2.4,10.5,NA,,NA,NW,0,6,76,38,1008.9,1007.9,1,5,20.5,27.1,Yes
Row9069,9069,Sydney,14.4,22.9,0.2,4.8,9.3,NA,,W,E,15,15,85,65,1015.4,1011.2,3,2,16.7,21.7,No
Row9070,9070,Sydney,13.7,23.9,0,6.6,11,NA,,W,ESE,20,15,55,54,1023,1021.5,1,1,16.7,23.3,No
Row9071,9071,Sydney,15.3,22,12,3.2,4.7,NA,,SSW,SSE,11,15,83,70,1026.3,1024.2,5,6,18.2,19.8,Yes
Row9072,9072,Sydney,14.6,22.1,9.6,5.4,5.1,NA,,SE,SE,20,17,86,75,1026.5,1024.1,6,6,17,18.9,Yes
Row9073,9073,Sydney,13.8,22.7,2.2,3.6,10.6,NA,,W,E,15,15,77,60,1022.1,1019.7,5,1,18.7,21.9,Yes
Row9074,9074,Sydney,14.9,19.7,4.6,1.4,0.8,NA,,SSW,S,17,13,91,72,1025.1,1023.4,7,7,16.4,19.4,Yes
Row9075,9075,Sydney,15.3,20,6.4,3.2,0.3,NA,,W,SSE,4,15,94,75,1025.4,1023.7,8,7,16.4,19.6,Yes
Row9076,9076,Sydney,15.2,19.1,2.8,4,1.3,NA,,ESE,S,15,6,79,75,1026.6,1023.7,7,6,17.3,18.4,Yes
Row9077,9077,Sydney,14.7,17.9,12.6,4,0.7,NA,,SW,SSE,6,22,90,89,1024,1022.1,7,7,16.2,17.2,Yes
Row9078,9078,Sydney,16.8,21.2,5.4,2.6,2.6,NA,,SSE,S,17,15,55,69,,1013.9,7,7,19.7,20.3,Yes
Row9079,9079,Sydney,10.9,19.6,0,3.4,10.5,NA,,W,SSE,19,11,62,52,1019.3,1016.9,1,1,14.1,18.6,No
Row9080,9080,Sydney,9.4,22.3,0,2,10,NA,,W,NW,15,7,71,34,1018.7,1015.2,1,2,12.4,22.2,No
Row9081,9081,Sydney,12.6,21.3,0,3,9.6,NA,,WNW,E,11,11,86,67,1022.2,1019.6,1,1,15.2,19.3,No
Row9082,9082,Sydney,10.3,21.7,0,3,10,NA,,W,W,24,7,64,38,1020.1,1017.5,1,1,13,21.3,No
Row9083,9083,Sydney,11,18.4,0,3.4,5.4,NA,,WNW,SSE,17,13,76,53,1026.9,1024.6,1,5,12.7,17.1,No
Row9084,9084,Sydney,11.5,22.4,0,3.2,8.7,NA,,W,E,15,13,82,71,1024.6,1021.8,3,1,13.6,19.1,No
Row9085,9085,Sydney,11.6,20.5,0.2,2.2,0.3,NA,,W,SE,19,17,91,74,1029.3,1027,7,7,14.3,18.7,No
Row9086,9086,Sydney,15.2,16.9,46.4,2.4,0,NA,,SSW,S,24,24,82,84,1020.1,1018.6,7,8,16,16.6,Yes
Row9087,9087,Sydney,13,16.9,3.6,1.2,1.2,NA,,W,ESE,13,2,96,89,1030.9,1028,7,8,13.9,16.2,Yes
Row9088,9088,Sydney,13.7,22.1,5.4,1.8,6.9,NA,,W,ENE,11,7,97,64,1022.4,1018.1,8,1,14.1,20.1,Yes
Row9089,9089,Sydney,14,18.8,0,3.4,8.6,NA,,NW,WSW,20,26,67,42,1012.2,1011.5,1,2,16.6,16.7,No
Row9090,9090,Sydney,13.3,16.8,7.2,5,2.4,NA,,SSW,SSW,19,20,86,83,1024.2,1023,6,7,15,15.8,Yes
Row9091,9091,Sydney,13.6,19.4,0,1.6,4.1,NA,,W,NE,13,2,90,69,1025.5,1022.1,7,8,14.8,19.2,No
Row9092,9092,Sydney,13.8,17.9,3.6,0.6,0.6,NA,,W,W,19,19,81,60,1018.3,1016.2,7,7,14.3,17.2,Yes
Row9093,9093,Sydney,9.5,19.4,0,4.4,9.3,NA,,W,WSW,24,15,57,32,1025.9,1023.6,0,0,10.8,18.9,No
Row9094,9094,Sydney,7.9,21,0,0.8,9.8,NA,,WNW,NNW,13,6,84,42,1024.1,1018.8,2,1,9.2,20.8,No
Row9095,9095,Sydney,9.2,22.1,0,3.2,9.8,NA,,NNW,NW,19,28,47,35,1017.1,1010.3,1,1,13.8,21.6,No
Row9096,9096,Sydney,9.2,17.9,0,3.2,9.6,NA,,W,WNW,17,7,63,42,1022.7,1020.8,1,1,10.7,17.4,No
Row9097,9097,Sydney,7.2,15.8,1.8,2.4,4.9,NA,,WNW,NW,11,26,58,38,1014.6,1010,7,3,10.2,15.8,Yes
Row9098,9098,Sydney,10,16.5,0,4.8,9.8,NA,,W,WSW,24,20,46,27,1016.5,1017,1,1,11.3,16.1,No
Row9099,9099,Sydney,5.7,15.9,0,3.4,8.3,NA,,W,NE,17,13,67,45,1027.5,1023.5,4,7,7.8,15,No
Row9100,9100,Sydney,10.1,23.1,0,1.8,6.1,NA,,NA,E,0,7,80,54,1021.5,1017.3,7,1,12,22.9,No
Row9101,9101,Sydney,9.7,19.8,0,1.8,9.7,NA,,W,ESE,20,11,81,70,1020.8,1018.4,1,1,11.1,17.4,No
Row9102,9102,Sydney,8.2,18.7,0,4,8.7,NA,,W,W,13,39,73,21,1010.1,1007.3,1,1,10.1,17.9,No
Row9103,9103,Sydney,7.2,15.1,0,3.8,10,NA,,W,SSW,19,22,52,31,1024.8,1025.2,0,1,8.8,13.9,No
Row9104,9104,Sydney,6.9,15.9,7,0.2,1.7,NA,,W,ESE,19,22,95,70,1029.3,1025.4,8,7,10.9,14.7,Yes
Row9105,9105,Sydney,7,13.6,3.8,3,3.6,NA,,W,SW,20,31,79,79,1011.3,1011.3,6,8,8.4,10.2,Yes
Row9106,9106,Sydney,6,17,0.2,2.6,9.7,NA,,W,ESE,19,11,65,43,1016.7,1013.7,2,1,9.4,16.2,No
Row9107,9107,Sydney,8.8,15.5,0,3.4,3.4,NA,,W,SSW,15,13,89,70,1014.9,1015.6,7,7,9.5,14.3,No
Row9108,9108,Sydney,8.2,18.6,4.6,1.4,5.7,NA,,W,SW,17,19,58,38,1016.4,1016.9,7,5,11.7,18.4,Yes
Row9109,9109,Sydney,6.7,15.6,0,3,5.9,NA,,NW,WNW,19,24,62,38,1016.2,1011.8,2,2,10.5,13.5,No
Row9110,9110,Sydney,7,15.9,0.4,3.6,10.7,NA,,W,W,33,20,46,35,1016,1015.4,1,4,9.4,15.4,No
Row9111,9111,Sydney,9.4,18.8,0,4.6,10.7,NA,,W,W,22,31,49,33,1013.4,1010.2,1,1,12.4,18.1,No
Row9112,9112,Sydney,10.2,11.9,2.6,3.4,0,NA,,W,SSW,15,17,90,87,1016.1,1015.5,8,8,10.5,10.5,Yes
Row9113,9113,Sydney,7.3,14.8,20.8,1.6,5.9,NA,,SSW,S,24,28,65,53,1022.8,1024.1,7,7,11.2,13.4,Yes
Row9114,9114,Sydney,5.5,17.3,0,3,10.4,NA,,W,SSE,24,22,63,47,1029.6,1027.9,1,2,9.8,16.6,No
Row9115,9115,Sydney,9.2,17.6,0,4,8.4,NA,,W,SSE,19,26,59,,1025.1,1025.3,3,4,13.1,15.3,No
Row9116,9116,Sydney,8.8,16.9,2.4,3.2,8.5,NA,,W,S,13,20,85,59,1028,1025.3,3,5,12,15.8,Yes
Row9117,9117,Sydney,9.7,17.9,0,3.4,6.2,NA,,SSE,SSE,22,30,67,64,1032.6,1032.4,7,7,15.8,16,No
Row9118,9118,Sydney,7,16.8,0,4,10.7,NA,,W,ESE,17,19,66,44,1022.7,1019.1,1,1,12.4,16.6,No
Row9119,9119,Sydney,8.7,24.3,0,3.6,10.8,NA,,W,NE,11,20,53,35,1014.9,1010.8,1,1,14.8,21.9,No
Row9120,9120,Sydney,17.2,23.5,3.6,9.6,2.8,NA,,N,NW,15,7,82,79,1011.8,1007.4,8,6,18,19.3,Yes
Row9121,9121,Sydney,16.9,27.9,4,3,11,NA,,N,NW,28,39,58,23,1009.7,1003.4,1,1,22.5,27.8,Yes
Row9122,9122,Sydney,18.8,32.8,0,7.6,10.9,NA,,N,W,6,26,46,17,1010.1,1005.9,0,6,25.8,31.6,No
Row9123,9123,Sydney,10.3,18.6,0,4,10.9,NA,,W,E,6,19,67,54,1031.6,1027.8,1,1,16,18.2,No
Row9124,9124,Sydney,11.3,22.2,0,6.2,11.4,NA,,ESE,NE,4,11,56,53,1024.3,1018.4,1,5,17.9,21.6,No
Row9125,9125,Sydney,14,25.4,0,5.6,11.4,NA,,S,E,7,9,67,62,1021.6,1015.7,4,1,20.4,21.4,No
Row9126,9126,Sydney,11.9,19.2,0.8,6.4,11.1,NA,,W,NE,6,15,61,48,1020.3,1016.777,2,1,16.5,19,No
Row9127,9127,Sydney,17.5,19.4,9.6,10.4,0,NA,,ESE,NE,13,9,89,88,1015.2,1012.9,7,8,18.9,19,Yes
Row9128,9128,Sydney,14.6,19.1,3.4,1,0,NA,,SSW,S,11,11,93,86,1018.4,1015.3,8,8,14.9,16,Yes
Row9129,9129,Sydney,12.6,21.5,0,6,10.7,NA,,WNW,E,11,20,76,57,1029,1025.4,3,3,16.9,20.5,No
Row9130,9130,Sydney,14.2,22.5,0,3.6,10.6,NA,,W,E,11,28,76,69,1025,1021.8,1,1,18.6,20.8,No
Row9131,9131,Sydney,12.9,24.9,0,5.8,11.7,NA,,W,ENE,7,20,71,49,1024.2,1021,1,2,17.6,22.4,No
Row9132,9132,Sydney,9.9,14.3,12.6,6,2.3,NA,,WSW,S,19,24,87,74,1022.1,1021.9,7,7,10.3,12.4,Yes
Row9133,9133,Sydney,7.9,15.7,11.4,4.2,5,NA,,SW,S,24,26,71,75,1023.2,1022.5,6,7,11.9,14.1,Yes
Row9134,9134,Sydney,16.8,17.3,6.2,4.6,0,NA,,ESE,SE,11,13,93,91,1024.3,1023.8,8,8,17.2,16.7,Yes
Row9135,9135,Sydney,15.1,25.8,7.6,1.2,3.7,NA,,W,NE,9,20,92,70,1022.6,1016.7,8,6,17,23.5,Yes
Row9136,9136,Sydney,17.2,30.3,2.8,3.4,10.3,NA,,WNW,W,22,24,62,35,1009.7,1006,2,4,23.1,28.6,Yes
